1.000000000000000666e+00,4.440892098500626162e-16,-2.081668171172168513e-17,-1.626303258728256651e-19,-1.387778780781445676e-17,2.775557561562891351e-17,6.938893903907228378e-18,-3.469446951953614189e-18,2.688821387764050996e-17,-7.112366251504909087e-17,6.938893903907228378e-18,-3.469446951953614189e-18
4.440892098500626162e-16,1.000000000000000444e+00,1.214306433183764966e-17,-3.339342691255353657e-17,2.515349040166370287e-17,2.428612866367529932e-17,-2.428612866367529932e-17,-3.989863994746656317e-17,-1.474514954580286030e-17,-8.673617379884035472e-18,4.857225732735059864e-17,4.076600168545496672e-17
-2.081668171172168513e-17,1.214306433183764966e-17,1.000000000000000444e+00,1.561251128379126385e-17,8.326672684688674053e-17,7.285838599102589797e-17,5.204170427930421283e-18,-3.469446951953614189e-18,-1.561251128379126385e-17,-1.734723475976807094e-17,1.734723475976807094e-17,-2.428612866367529932e-17
-1.626303258728256651e-19,-3.339342691255353657e-17,1.561251128379126385e-17,9.999999999999997780e-01,-6.938893903907228378e-18,6.071532165918824830e-18,-3.122502256758252770e-17,1.387778780781445676e-17,6.938893903907228378e-18,-3.469446951953614189e-17,-4.163336342344337027e-17,1.040834085586084257e-17
-1.387778780781445676e-17,2.515349040166370287e-17,8.326672684688674053e-17,-6.938893903907228378e-18,1.000000000000000222e+00,4.510281037539698445e-17,6.938893903907228378e-18,1.387778780781445676e-17,-4.683753385137379155e-17,2.081668171172168513e-17,5.551115123125782702e-17,-5.160802341031001106e-17
2.775557561562891351e-17,2.428612866367529932e-17,7.285838599102589797e-17,6.071532165918824830e-18,4.510281037539698445e-17,9.999999999999994449e-01,2.775557561562891351e-17,3.122502256758252770e-17,-1.734723475976807094e-17,-1.387778780781445676e-17,-1.387778780781445676e-17,4.857225732735059864e-17
6.938893903907228378e-18,-2.428612866367529932e-17,5.204170427930421283e-18,-3.122502256758252770e-17,6.938893903907228378e-18,2.775557561562891351e-17,1.000000000000000444e+00,-6.938893903907228378e-18,4.163336342344337027e-17,0.000000000000000000e+00,-2.428612866367529932e-17,-2.081668171172168513e-17
-3.469446951953614189e-18,-3.989863994746656317e-17,-3.469446951953614189e-18,1.387778780781445676e-17,1.387778780781445676e-17,3.122502256758252770e-17,-6.938893903907228378e-18,1.000000000000000222e+00,1.734723475976807094e-17,-1.387778780781445676e-17,-3.469446951953614189e-18,-8.673617379884035472e-18
2.688821387764050996e-17,-1.474514954580286030e-17,-1.561251128379126385e-17,6.938893903907228378e-18,-4.683753385137379155e-17,-1.734723475976807094e-17,4.163336342344337027e-17,1.734723475976807094e-17,1.000000000000000000e+00,-3.469446951953614189e-18,-6.938893903907228378e-18,-1.561251128379126385e-17
-7.112366251504909087e-17,-8.673617379884035472e-18,-1.734723475976807094e-17,-3.469446951953614189e-17,2.081668171172168513e-17,-1.387778780781445676e-17,0.000000000000000000e+00,-1.387778780781445676e-17,-3.469446951953614189e-18,9.999999999999997780e-01,3.469446951953614189e-18,-2.428612866367529932e-17
6.938893903907228378e-18,4.857225732735059864e-17,1.734723475976807094e-17,-4.163336342344337027e-17,5.551115123125782702e-17,-1.387778780781445676e-17,-2.428612866367529932e-17,-3.469446951953614189e-18,-6.938893903907228378e-18,3.469446951953614189e-18,1.000000000000000000e+00,-1.387778780781445676e-17
-3.469446951953614189e-18,4.076600168545496672e-17,-2.428612866367529932e-17,1.040834085586084257e-17,-5.160802341031001106e-17,4.857225732735059864e-17,-2.081668171172168513e-17,-8.673617379884035472e-18,-1.561251128379126385e-17,-2.428612866367529932e-17,-1.387778780781445676e-17,9.999999999999991118e-01
